Row.names	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	genename	chromosome_name	start_position	end_position	strand
YAL018C	8.76638298468804	-0.861695094226467	1.00597600588623	1.06893525630957	0.585981166995334	0.733789638477486	LDS1	I	118564	119541	-1
YAL019W	33.9776590863753	0.0392314225691059	0.688181005121057	6.17671037875485	0.0455768580868733	0.121910416109487	FUN30	I	114919	118314	1
YAL020C	39.0307727891495	0.629271415017662	0.670854800425054	1.00110037098972	0.606197047124291	0.750885392875767	ATS1	I	113614	114615	-1
YAL021C	79.1822695004193	0.0645955271229035	0.620307209506349	0.434781605212777	0.80461546203417	0.882792046689625	CCR4	I	110846	113359	-1
YAL022C	119.31371965172	0.0970041138144395	0.625346612168704	14.6928353938184	0.000644898449042353	0.00457593384798434	FUN26	I	108877	110430	-1
YAL023C	85.7619926831915	0.944829464780745	0.588979771757846	3.64225043173615	0.161843539520705	0.310289435041351	PMT2	I	106272	108551	-1
YAL024C	13.6197097399657	-0.844093494249586	1.0519395862815	4.03902184205199	0.132720359946943	0.268595205904509	LTE1	I	101565	105872	-1
YAL025C	102.736369336805	-0.925578370996211	0.578727927533598	30.7178656686412	2.13648684034524e-07	4.63305573243407e-06	MAK16	I	100225	101145	-1
YAL026C	26.8507426124377	0.0862509786554553	0.818478982815377	0.0499845716115317	0.975317435787452	0.980908103736208	DRS2	I	95630	99697	-1
YAL027W	15.4075860744546	0.626616067700566	0.804598127075579	2.31500854433964	0.31426953418032	0.486399519621506	SAW1	I	94687	95472	1
YAL028W	22.7228517718601	-1.88038648511947	0.766544733647145	9.1158054552961	0.0104840237554387	0.0409046479406941	FRT2	I	92900	94486	1
YAL029C	264.124837135217	2.39011138750043	0.899094858688143	7.87718850120139	0.0194755732867025	0.0648439156584285	MYO4	I	87855	92270	-1
YAL030W	174.59778218375	0.750754338408256	0.557583484174728	8.22967358776667	0.0163286051202188	0.0569331772549473	SNC1	I	87286	87752	1
YAL031C	98.4896928558757	-0.0421485713031675	0.567643077877551	1.94896973313112	0.377386708010631	0.551089291142889	GIP4	I	84749	87031	-1
YAL032C	281.557755656419	2.2924867780915	0.551653095412427	48.3848365211301	3.11434159014806e-11	1.58175770236467e-09	PRP45	I	83335	84474	-1
YAL033W	52.782791256128	1.02476483217249	0.662130793261145	2.54871713435187	0.279610261912767	0.453739746769877	POP5	I	82706	83227	1
YAL034C	86.4634566623977	3.46830899365499	0.612581921692893	29.7533699389415	3.46049167469684e-07	6.95703013767177e-06	FUN19	I	80710	81951	-1
YAL034W-A	366.639953713117	3.43093035036145	0.630275217268487	32.5295341094239	8.63577699189223e-08	2.14597205077494e-06	MTW1	I	79718	80587	1
YAL035W	690.188751338906	-0.0568433354347587	0.518156804903765	11.3865415693003	0.00336855710637282	0.016684299098288	FUN12	I	76427	79435	1
YAL036C	24.7767781152065	-0.791520067301855	0.904834765769999	2.14681961869719	0.341840915550537	0.51556626752738	RBG1	I	75043	76152	-1
YAL037C-A	24876.3171842615	3.75737292427838	2.03422839461973	4.16720321940984	0.124481071633904	0.256584337757317	NA	I	73426	73518	-1
YAL037W	182.809815614209	-0.532974614226064	0.55425668910659	2.34600947116361	0.309435770335446	0.482399868131996	NA	I	74020	74823	1
YAL038W	1192.55952655699	0.559652232697639	0.474646061241582	8.09941567756954	0.0174274655252839	0.0597424661879181	CDC19	I	71786	73288	1
YAL039C	185.960626826973	-0.884222521713895	0.595785521087184	4.76423941496182	0.0923546051342657	0.206857806795987	CYC3	I	68716	69525	-1
YAL040C	44.7494239534209	0.0384694994457491	0.617462711774926	4.66264228609169	0.0971672903634146	0.214896337358354	CLN3	I	65778	67520	-1
YAL041W	143.741223051045	1.74857694000618	0.815939586835337	6.35754028171822	0.0416368310824153	0.114471629614048	CDC24	I	62840	65404	1
YAL042W	218.964553723145	0.432016912189868	0.599394480319166	25.7769840419396	2.52696388586095e-06	3.94369835556196e-05	ERV46	I	61316	62563	1
YAL043C	41.7538945135369	0.439876976112492	0.655889191850877	0.853828976596958	0.652519347881989	0.783023217458386	PTA1	I	58695	61052	-1
YAL044C	295.413082753585	2.61504165017267	0.888064235199847	9.89778290919705	0.00709126556336055	0.0303238017812833	GCV3	I	57950	58462	-1
YAL044W-A	15.1812068459958	0.505994368236624	0.890240412047413	2.7074622309318	0.258274807528565	0.430084013816952	BOL1	I	57518	57850	1
YAL046C	43.4614896471881	-1.54182982088719	0.671897323383062	16.7369543681917	0.000232068682675499	0.00193892882062214	BOL3	I	57029	57385	-1
YAL047C	19.8213171220865	0.511675461017511	0.766054441109076	0.52608763429761	0.768708213971012	0.859397675012968	SPC72	I	54989	56857	-1
YAL048C	60.3846288136675	0.257367519315759	0.559008155469591	0.562278936827887	0.754923040218628	0.851881583096055	GEM1	I	52801	54789	-1
YAL049C	40.0566149119789	2.39480393393725	0.880446246421436	8.28886399618935	0.0158524376093658	0.0559668376574561	AIM2	I	51855	52595	-1
YAL051W	25.0791614828226	0.685884012997969	0.764076921136639	5.04199906000107	0.0803792251373634	0.187056154961951	OAF1	I	48564	51707	1
YAL053W	134.787587449316	2.63572203464004	0.546971894581924	23.0246776871611	1.00058679348567e-05	0.000132572025956111	FLC2	I	45899	48250	1
YAL054C	497.265684042373	-0.826522921282	0.490576390789601	5.47940209860683	0.0645896531290136	0.15839648098983	ACS1	I	42881	45022	-1
YAL055W	66.0301891942673	1.49168924675652	1.03523179732708	2.23566208065596	0.326988250367604	0.499805166216585	PEX22	I	42177	42719	1
YAL056W	22.5205430414897	0.0469807504310788	0.805180763422151	0.25185743173828	0.881677694171506	0.930000596569755	GPB2	I	39259	41901	1
YAL058W	33.6448257361232	-0.178620822047752	0.653923220479497	0.263386212392184	0.876609979973661	0.927214428945469	CNE1	I	37464	38972	1
YAL059W	17.472243058121	-1.61602164799351	0.835161904057614	8.26261199285528	0.0160618883500245	0.0564310276375255	ECM1	I	36509	37147	1
YAL060W	49.8893577880438	-1.24266115912028	0.6459033561956	5.70830546696649	0.0576046069053326	0.1457738959711	BDH1	I	35155	36303	1
YAL061W	827.748389063879	-1.69903707086456	0.540141294738732	13.3813506376777	0.00124244344412185	0.00786165818892426	BDH2	I	33448	34701	1
YAL062W	1323.60443602145	-0.218330596911101	0.511465421531937	1.89413611446147	0.387876589896233	0.560088238852658	GDH3	I	31567	32940	1
YAL063C	1429.86780506716	-0.215310393593715	0.507582795056687	0.179752558874682	0.914044264346661	0.947255466362478	FLO9	I	24000	27968	-1
YAL063C-A	22.9971074185392	-0.621664388160001	0.74281790084005	0.713131741187063	0.70007635550574	0.818010180112961	NA	I	22395	22685	-1
YAL064C-A	286.68062131818	-1.33367814199872	0.52670588636159	8.06620496252478	0.0177192708820594	0.0602788357268649	TDA8	I	13363	13743	-1
YAL064W-B	34.2044201518453	-0.786281660312973	0.665943439065566	3.25838733496654	0.196087622224614	0.353800976217051	NA	I	12046	12426	1
YAL065C	69.9340375461884	-0.991692883903793	0.579819060497537	3.24044675466549	0.19785449793701	0.356101194608421	NA	I	11565	11951	-1
YAL067C	148.676612838215	-0.297003008939207	0.547390155514893	2.90969396864622	0.233436080548353	0.400828857169326	SEO1	I	7235	9016	-1
YAR002C-A	25.4323181561664	0.322451661543394	0.672693160169232	1.55151090633134	0.460355872300083	0.624480654403662	ERP1	I	154065	154724	-1
YAR002W	97.128892666602	0.768835591174347	0.64958506960863	6.30174738366144	0.0428147036644212	0.116657474925646	NUP60	I	152257	153876	1
YAR003W	31.4873408436572	-0.208756892353451	0.653105247512903	0.524611386149957	0.769275825467577	0.859534355356479	SWD1	I	155005	156285	1
YAR007C	217.68477339981	1.32651407816362	0.697073185516419	6.2096347673608	0.0448327049953397	0.120511310084966	RFA1	I	156754	158619	-1
YAR008W	9.97066092586064	-1.24775183835729	0.97761043960878	1.64471824926523	0.439393845982021	0.608052191260971	SEN34	I	158966	159793	1
YAR010C	8.12399363989173	-1.08926014637573	1.0367461934533	1.21944633740068	0.543501306423679	0.696998676568922	NA	I	164544	165866	-1
YAR014C	49.9580748200426	-0.641028785258098	0.601482082711624	3.789407209413	0.150362895296833	0.293131704972614	BUD14	I	166742	168871	-1
YAR015W	88.8911505563997	0.0634453401841345	0.607466823132524	19.0755841797879	7.20758090136835e-05	0.00071214835185875	ADE1	I	169375	170295	1
YAR018C	163.651055339971	0.114550695333347	0.534712803523855	0.638537742825982	0.726680139521558	0.834817065045599	KIN3	I	170396	171703	-1
YAR019C	67.7457183009832	-0.627687127527724	0.60689384899514	3.65945777230657	0.160457064010547	0.307937156321203	CDC15	I	172211	175135	-1
YAR023C	83.6213596029204	-0.832976674892267	0.611285503034987	9.25607291196901	0.00977393181827666	0.0387079789519985	NA	I	179281	179820	-1
YAR027W	69.3232712691558	0.47991789002689	0.588931569804716	1.26988498167464	0.529965965340121	0.684322689411084	UIP3	I	183770	184477	1
YAR028W	33.6169365203069	-0.926378349664287	0.632340091554459	5.56038256501842	0.0620266416308905	0.153541793519819	NA	I	184892	185596	1
YAR029W	35.7153510906129	-1.32111496993343	0.739857124756882	6.18521251205546	0.0453835190651297	0.121653044160695	NA	I	186321	186545	1
YAR031W	441.518307759289	-0.979507165559826	0.535916474828655	6.26412197053514	0.0436277883021036	0.118427048414993	PRM9	I	186836	187732	1
YAR033W	291.320115748535	-1.34100944894115	0.534106552254642	6.69695967333965	0.0351377286081178	0.100766443110947	MST28	I	188107	188811	1
YAR035C-A	55.3368511689813	0.440396039201851	0.738027521756372	2.03780421081987	0.360991052812272	0.533879488067192	NA	I	192337	192417	-1
YAR035W	120.492422555733	-0.98735605918203	0.729105842567533	1.97912542736152	0.371739211957078	0.545141515091933	YAT1	I	190193	192256	1
YAR042W	51.8015761658311	0.113229997380356	0.614763018741033	0.302274916921455	0.859729513441053	0.917065932723599	SWH1	I	192619	196185	1
YAR050W	305.750073776825	-0.765097993487427	0.542152135949809	2.7624844557612	0.251266229195854	0.422702315680565	FLO1	I	203403	208016	1
YAR061W	17.5073638373589	-1.17380681132165	0.79612582348923	9.46594497319879	0.00880027342815533	0.0357338851100656	NA	I	218140	219145	1
YAR064W	147.531005335454	-1.07244209898299	0.529929355248741	5.58603885492727	0.0612360367200967	0.152159482278553	NA	I	220198	220497	1
YAR066W	8.62362385150972	-3.16220496220215	1.30636511393944	6.14678384228588	0.0462639646998078	0.123157864649144	NA	I	221049	221660	1
YAR068W	74.568218240592	-1.22128864921562	0.606169777104685	6.02355672404659	0.0492040982089351	0.129085513651896	NA	I	222406	222891	1
YBL001C	53.106674639097	-0.239810287539459	0.638522307729188	3.89050830816726	0.142950887169063	0.282776097269858	ECM15	II	237153	237467	-1
YBL002W	56.0987530528312	-2.14605526921855	0.75821676671439	19.5508115951637	5.68322962667119e-05	0.000576337314727481	HTB2	II	236492	236887	1
YBL003C	9.30485265187821	-1.76743958136136	1.01744255051033	8.49506123922073	0.0142995012548121	0.0516494773957345	HTA2	II	235394	235792	-1
YBL004W	157.787746982114	-0.683659140527571	0.594132736911787	1.92578070290828	0.38178778879432	0.55529380826213	UTP20	II	227636	235117	1
YBL005W	3766.36863443551	-0.924914944727645	0.480949637717186	7.24215193955371	0.026753874639929	0.0815289127185206	PDR3	II	217470	220400	1
YBL005W-B	8.43483097160095	-0.0644295639850113	1.00860524876938	0.286847499633367	0.866386859825568	0.921505708216744	NA	II	221330	226598	1
YBL006C	330.345264725698	0.741639741284902	0.551243938488513	19.7882845790527	5.04694533162477e-05	0.000518117260108288	LDB7	II	216587	217129	-1
YBL007C	70.9587207704817	0.519927993017355	0.568556129861833	1.56572717501871	0.457095203279515	0.62243208536886	SLA1	II	212632	216366	-1
YBL008W	9.2694399145491	-0.176754127594046	1.044883163661	0.223198841440613	0.894402464845471	0.935065798189652	HIR1	II	209653	212175	1
YBL008W-A	9.75644654437494	0.289146010667541	1.00737853771172	3.22021205999102	0.199866421115886	0.358941246358865	NA	II	209409	209648	1
YBL009W	81.3175795399411	0.197223450790342	0.563136345696332	0.527994882780639	0.767975504603753	0.859189987568797	ALK2	II	207194	209224	1
YBL010C	11.6849996874327	-0.182195880615192	0.89178906439274	0.256203794534663	0.879763729057284	0.929118911076234	NA	II	206107	206949	-1
YBL011W	120.421450007502	-0.916199240136083	0.503921353174073	7.62458665414328	0.0220974441366522	0.0713178380998975	SCT1	II	203538	205817	1
YBL013W	45.9504789615086	-0.508115250879833	0.648313978109856	0.617881181520396	0.734224388443344	0.837754154200681	FMT1	II	202056	203261	1
YBL014C	19.8043630621195	-0.0882268652564194	0.743645897777837	0.0484599859004575	0.976061196746451	0.981485642438685	RRN6	II	199064	201748	-1
YBL015W	41.1753416866976	-1.09173138578455	0.668777067014439	6.93193514680591	0.0312427611321979	0.0922936668139927	ACH1	II	194122	195702	1
YBL016W	21.4586368621598	-0.567731594678303	0.771693080749107	5.3329012508197	0.0694984641365778	0.167455725073153	FUS3	II	192451	193512	1
YBL017C	62.5472071980226	0.551276361224627	0.84419776943201	0.488578823387613	0.78326091658851	0.868955874122911	PEP1	II	186844	191583	-1
YBL018C	96.7110786533805	2.72331414642694	0.927455881799362	7.74443174759705	0.020812201081428	0.0680037495832214	POP8	II	185998	186474	-1
YBL019W	428.270370301407	-0.518521870343714	0.471741765696027	12.3005612340486	0.0021328831627256	0.0117278190998872	APN2	II	184353	185915	1
YBL020W	32.500507894891	-0.511822617205873	0.650755614210814	0.916071054863238	0.632525003819352	0.769556581658762	RFT1	II	182401	184125	1
YBL021C	69.7223875332118	-1.46416291885457	0.640398051272717	6.54887142159747	0.0378382149022568	0.106661764500519	HAP3	II	181660	182094	-1
YBL022C	41.2835978218907	0.224668110728396	0.666557800872507	0.449840118250059	0.798580055396127	0.878210545250442	PIM1	II	177874	181275	-1
YBL023C	102.38651858356	0.353090320028939	0.526097127936726	4.40254900908637	0.110662029187593	0.23547708526136	MCM2	II	174920	177526	-1
YBL024W	43.4956088393944	-1.00023442145347	0.873778446030683	6.22838801582617	0.044414290291607	0.119838487200057	NCL1	II	172534	174588	1
YBL025W	112.26614102347	-0.183004117320282	0.561811994033462	7.12594912511764	0.028354357339998	0.0851955002587382	RRN10	II	171481	171918	1
YBL026W	7.21219264017995	2.37841563326052	1.18893183969575	4.10672283527601	0.128302898294138	0.261944210551149	LSM2	II	170623	171038	1
YBL027W	367.323685045902	-0.297456375101073	0.613223483393975	7.19141097692932	0.0274413168129799	0.083147277504396	RPL19B	II	168423	169376	1
YBL028C	25.7178278828816	-1.57772349528614	0.725693042259707	11.9589721969734	0.00253012619386977	0.0133662688526515	NA	II	167518	167838	-1
YBL029C-A	47.5392462452195	-0.55462935557212	0.599232596876388	9.99336413739793	0.00676034017330205	0.0292107235846409	NA	II	164488	164772	-1
YBL029W	1712.60258980535	1.33428650392307	0.54803773558935	14.3704963448527	0.000757680949085776	0.00521018134822642	NA	II	166134	167264	1
YBL030C	95.1418223955176	-0.21575565002377	0.651966727353787	0.276045002171386	0.871079091300005	0.925082160423152	PET9	II	163041	163997	-1
YBL032W	89.984281491913	-1.1828636836843	0.523500615780839	8.69119494833531	0.0129637604214679	0.0478394983048432	HEK2	II	160184	161329	1
YBL033C	26.6861462544546	1.1831969821945	0.782881666810845	3.38265695957926	0.184274556287922	0.339792892008621	RIB1	II	158656	159693	-1
YBL034C	109.306107348827	-0.790475224277315	0.581806815737488	22.4493110512926	1.33411738626635e-05	0.000169027126181229	STU1	II	153848	158389	-1
YBL035C	317.806195271686	0.204667609706241	0.514012121434138	48.9089535897376	2.39637991067495e-11	1.29673268063626e-09	POL12	II	151493	153610	-1
YBL036C	32.4399869530821	0.342852436735202	0.671071777533505	2.71430806518732	0.257392265561894	0.42958807122349	NA	II	150447	151220	-1
YBL037W	21.1683493933657	0.835467859687523	0.793039508447134	1.78364015186362	0.409909007872836	0.581424094949466	APL3	II	147209	150286	1
YBL038W	35.2141506554377	0.780904597549786	0.673168885302901	2.7093426639318	0.2580320874156	0.429929722629157	MRPL16	II	146187	146885	1
YBL039C	54.7332205422257	-1.56013525845583	0.705757931477489	5.74223133705776	0.0566357046457594	0.144014374132168	URA7	II	143989	145728	-1
YBL039W-B	15.1852469415633	-0.201470680383395	0.87588310816762	0.405242034169675	0.816587655560761	0.889565856198835	NA	II	143393	143572	1
YBL040C	222.504594304218	2.3394182707166	0.7008446484624	15.5111038945102	0.000428357707070665	0.00324207990057406	ERD2	II	142112	142868	-1
YBL041W	52.1723581669339	1.18936564652432	0.618730390356065	9.27743130276755	0.00967010944696703	0.038401874964293	PRE7	II	141247	141972	1
YBL042C	53.48125886326	-0.978592578733735	0.596390943726596	2.79206681136358	0.247577056587572	0.418329732149047	FUI1	II	138341	140260	-1
YBL045C	27.993074262046	-0.0168158299456886	0.84215074733943	0.0665480820735098	0.967273450646086	0.974869635106783	COR1	II	134143	135516	-1
YBL046W	24.1545038637249	1.07782737232814	0.780874184354702	2.00228485670931	0.367459405242915	0.540546228749105	PSY4	II	132424	133749	1
YBL047C	113.041398496751	0.441755166675609	0.521794619862499	2.91152919897591	0.23322197430941	0.400698881676999	EDE1	II	127895	132040	-1
YBL048W	303.200080776049	0.527076467067699	0.788105537564306	12.2922292125477	0.00214178731142249	0.0117656058189148	NA	II	127299	127610	1
YBL049W	231.328589554993	-1.38289800086809	0.564577657438403	29.8097622123249	3.3642819240457e-07	6.83480432990338e-06	MOH1	II	126828	127244	1
YBL050W	36.1125015756564	0.648404855770413	0.776643291597242	0.725947466310991	0.695604704599744	0.816119805396661	SEC17	II	125125	126119	1
YBL051C	57.4560574857029	0.187088465534268	0.582712187202855	1.11412118510713	0.572890550100482	0.72277588805983	PIN4	II	122753	124759	-1
YBL052C	222.492050327491	0.725680755093313	0.557110119176801	42.2045151729955	6.84551260498008e-10	2.54073833223299e-08	SAS3	II	119379	121874	-1
YBL054W	60.7158248400895	-0.179534915945028	0.637013718458969	10.8555403218002	0.00439288030594805	0.0206116507061906	TOD6	II	117589	119166	1
YBL055C	452.452705270062	-1.09228072220322	0.531640216121851	12.7963204796852	0.00166461695372056	0.00978885786180368	NA	II	115573	116829	-1
YBL056W	301.265658788394	0.138736759864313	0.476033334590481	7.31504693032463	0.0257963191674135	0.0794894560826631	PTC3	II	113762	115168	1
YBL057C	297.034106753284	1.92251571077876	0.84750344693377	7.27661744082953	0.0262967815867299	0.0805599816863311	PTH2	II	112801	113427	-1
YBL058W	71.9131435490042	0.451013019812051	0.579761595964526	0.604685813167791	0.739084584461894	0.840406028500572	SHP1	II	111437	112708	1
YBL059C-A	10.3655581496145	0.689775656421516	0.930295562014972	3.68273679247944	0.158600249563905	0.305182932859758	CMC2	II	110125	110539	-1
YBL059W	106.594204194181	-0.469089451632852	0.610003799906992	2.23885060955025	0.32646735995427	0.499272586934818	NA	II	110594	111244	1
YBL060W	224.055766991485	-0.0660891990511181	0.621855219755649	7.07499371580376	0.0290860425332085	0.0868099919514643	YEL1	II	107932	109995	1
YBL061C	68.3948846359057	1.41282612466238	0.714293607748751	4.37337619855648	0.112288020245876	0.238586288889402	SKT5	II	105316	107406	-1
YBL063W	114.113116357411	0.0943019371566742	0.544002579846489	15.4428097598229	0.000443237470872994	0.00334159499525343	KIP1	II	101886	105221	1
YBL064C	12.5639633302304	-0.057267696068521	0.882676731692864	0.272444105735062	0.872648836796513	0.92527295082668	PRX1	II	100371	101156	-1
YBL066C	227.590090758569	0.0742473725040655	0.559193784415498	22.830401053242	1.10265944406476e-05	0.000143792751827364	SEF1	II	96669	100115	-1
YBL067C	40.0367262993447	-0.0349883440862708	0.605661554030347	3.07495386218996	0.214922682653885	0.37881349545388	UBP13	II	93639	95882	-1
YBL069W	144.723039037824	-0.714395343534527	0.519311510001141	5.81016595637132	0.0547442478346569	0.140064860774322	AST1	II	90741	92030	1
YBL071C	1329.81209856034	-0.56553163374083	0.502974917629886	4.1168538950583	0.127654619451849	0.261407972987698	NA	II	90223	90531	-1
YBL071W-A	8.80941820975377	-1.2695449247439	0.984889840413707	6.01916821054107	0.0493121831734082	0.129310480332443	KTI11	II	89978	90226	1
YBL072C	110.818765334838	-0.549251943018817	0.601218637373051	16.9957961810388	0.000203896490883564	0.0017361186503174	RPS8A	II	88523	89125	-1
YBL075C	32.459941611585	-0.680501054761133	0.768599968896726	1.69780288314834	0.427884730226725	0.597552481430955	SSA3	II	84499	86448	-1
YBL076C	102.332662115357	-0.0394496971673514	0.699252538957657	0.445290365167828	0.800398794349299	0.879542421575715	ILS1	II	81043	84261	-1
YBL078C	9.261714424099	4.19881929935009	1.58530784155434	13.335567012699	0.00127121326681109	0.00800642886183962	ATG8	II	80378	80731	-1
YBL079W	67.4164511830513	-0.654863436826021	0.656696101068324	29.429508539052	4.06877259976202e-07	8.06787443582948e-06	NUP170	II	75259	79767	1
YBL080C	117.42086538747	0.853571275098161	0.853557513166007	7.71033727980897	0.0211700328967423	0.0690560509702185	PET112	II	73070	74695	-1
YBL081W	96.7393111884245	1.07504219017545	0.758743412163834	4.02228974240128	0.133835362671956	0.269924468218869	NA	II	71866	72972	1
YBL082C	12.0103079096502	-0.268045005704482	0.895438375415444	0.312691337537608	0.855263501387212	0.914154637812803	ALG3	II	69751	71127	-1
YBL084C	8.01706198679737	-1.653443805463	1.17651429017779	3.46665665093961	0.176695330620483	0.32927774840444	CDC27	II	67169	69445	-1
YBL085W	24.9589337863133	-0.091484615498302	0.721025865455999	3.66874053703846	0.159714047069886	0.306816301438168	BOI1	II	63876	66818	1
YBL086C	23.4037512169672	-0.0595672945501491	0.708134595574526	1.10675014733613	0.575005844626819	0.724229680310917	NA	II	61202	62602	-1
YBL087C	68.1187718108043	-0.368814242648044	0.693689708788625	1.87573889597881	0.391460975487574	0.56270085602608	RPL23A	II	59822	60739	-1
YBL088C	170.239301584283	0.00941643104167603	0.570154702834928	4.60016100022194	0.100250773199602	0.219442120624336	TEL1	II	51019	59382	-1
YBL089W	169.767331282306	1.11636966992092	0.687435923341788	3.34188846877416	0.188069400178223	0.343765394586118	AVT5	II	49574	50953	1
YBL090W	21.3252378489714	-1.1199585875974	0.854476047317001	2.11592002612446	0.34716329704412	0.520610072490406	MRP21	II	48825	49358	1
YBL091C	86.2687368216945	0.306172214684193	0.594024388982895	3.7404318767143	0.154090384197887	0.298564596232302	MAP2	II	47363	48628	-1
YBL091C-A	207.301915688477	-0.336252790598248	0.510476371007781	5.51527182747888	0.0634415725648878	0.156299337499231	SCS22	II	46565	47180	-1
YBL092W	228.345945128769	-0.68733623907432	0.586122586831508	22.0308758777951	1.64458410093596e-05	0.000200044998832336	RPL32	II	45978	46370	1
YBL093C	33.2344152612991	0.329306238614999	0.64575350036137	0.264356085264431	0.876184982910712	0.927123510164163	ROX3	II	44256	44918	-1
YBL095W	151.87996440266	1.06607813620912	0.560804845982841	3.88173360728317	0.143579440641008	0.283728655737691	MRX3	II	43277	44089	1
YBL097W	27.4763209391826	0.125040804182579	0.746609938101785	0.289487972568693	0.865243779032631	0.920573590701752	BRN1	II	40831	43095	1
YBL098W	15.5285732548328	0.0679851776676167	0.962413653098549	1.0298414438717	0.597547965186407	0.744684183906435	BNA4	II	39145	40527	1
YBL099W	55.986771666052	0.535209508550306	0.635732481860751	1.89815860466592	0.387097258979988	0.559484056289099	ATP1	II	37053	38690	1
YBL100W-B	14.62921614749	1.74050517120763	0.886708004130574	3.96893686994453	0.137453660259575	0.275097370516052	NA	II	29935	35248	1
YBL100W-C	144.709954031757	0.28455862330702	0.626494534713551	0.984687687731224	0.611192175017979	0.754897141036938	NA	II	28427	28546	1
YBL101C	72.7897334472438	1.27642681121018	0.612066024207064	4.60580758150857	0.0999681353018497	0.21919966612816	ECM21	II	24946	28299	-1
YBL102W	14.1911084381971	-1.06041721143481	0.866190942829111	7.51224619886091	0.0233741843290426	0.074524519419139	SFT2	II	24098	24745	1
YBL103C	22.2479840683189	0.038183659813524	0.801555815242902	4.56266754622334	0.102147873729718	0.222760616331205	RTG3	II	22076	23536	-1
YBL104C	31.1630661185106	-0.198500804013081	0.724930660368954	3.89639134161089	0.142531012580866	0.282041887506225	SEA4	II	18177	21293	-1
YBL105C	31.6262671494204	0.901203187579802	0.711870914660458	2.3566321246592	0.307796612755898	0.480232386919065	PKC1	II	14241	17696	-1
YBL106C	1399.00522117528	0.922399943695692	0.47200953147253	12.7329992687006	0.00171816291032141	0.00999815402086526	SRO77	II	10847	13879	-1
YBL107C	18.6855307993961	0.466312243415486	0.767148459077086	0.390336674121251	0.82269615614613	0.893593029587346	MIX23	II	9961	10551	-1
YBL111C	14.0918609531063	-1.6739710338128	0.86429608275873	4.72183379723531	0.0943336891017335	0.209831755627751	NA	II	2907	5009	-1
YBL113C	30.8960371734928	-1.81802660514876	0.676999587867028	12.1332269564325	0.00231901331687831	0.0124671189458917	NA	II	280	2658	-1
YBR001C	199.05450252298	0.343356968542539	0.494963796684928	1.71754100874172	0.423682678217988	0.594400076222258	NTH2	II	238941	241283	-1
YBR002C	129.371049925958	1.22236496269963	0.600083502160623	26.1409824681284	2.10648214003784e-06	3.3551909079293e-05	RER2	II	241708	242568	-1
YBR003W	13.5564004525377	0.961598823649811	0.914572517460523	1.80998806478084	0.404544299258252	0.575506509264196	COQ1	II	242809	244230	1
YBR004C	48.6459950719292	1.22708015608321	0.749469835179148	4.72930218649785	0.0939820856328041	0.209360196540429	GPI18	II	244366	245667	-1
YBR005W	69.3974136244947	-1.25479893822546	0.561444282112982	7.28507240613261	0.0261858470509083	0.0803902727596813	RCR1	II	245906	246547	1
