genesymbol	log2FoldChange	padj	genename	chromosome_name	idx
YAL040C	1.08114333429717	0.214896337358354	CLN3	1	13
YAL041W	0.0658411370645443	0.114471629614048	CDC24	1	12
YAL042W	2.66351594080393	3.94369835556196e-05	ERV46	1	12
YAL043C	-0.124063751613337	0.783023217458386	PTA1	1	11
YAL044C	0.635615437530704	0.0303238017812833	GCV3	1	11
YAL044W-A	-0.976336015048004	0.430084013816952	BOL1	1	11
YAL046C	-2.76088391579533	0.00193892882062214	BOL3	1	11
YAL047C	0.0876087140323983	0.859397675012968	SPC72	1	10
YAL048C	-0.152087458891393	0.851881583096055	GEM1	1	10
YAL049C	0.703430840864781	0.0559668376574561	AIM2	1	10
YAL051W	1.60990335239683	0.187056154961951	OAF1	1	9
YAL053W	2.35278292247388	0.000132572025956111	FLC2	1	9
YAL054C	-1.07047566850653	0.15839648098983	ACS1	1	8
YAL055W	0.469908512945209	0.499805166216585	PEX22	1	8
YAL056W	0.331022431452829	0.930000596569755	GPB2	1	7
YAL058W	0.148832989370369	0.927214428945469	CNE1	1	7
YAL059W	-2.20644116944769	0.0564310276375255	ECM1	1	7
YAL060W	-1.29396558613785	0.1457738959711	BDH1	1	7
YAL061W	-1.58836719389159	0.00786165818892426	BDH2	1	6
YAL062W	-0.69950847527865	0.560088238852658	GDH3	1	6
YAL063C	-0.107902509751872	0.947255466362478	FLO9	1	4
YAL063C-A	-0.359072014102787	0.818010180112961	NA	1	4
YAL064C-A	-1.15210463295991	0.0602788357268649	TDA8	1	2
YAL064W-B	-1.15115132905418	0.353800976217051	NA	1	2
YAL065C	-0.702909920318875	0.356101194608421	NA	1	2
YAL067C	0.595939714948198	0.400828857169326	SEO1	1	1
YAR002C-A	-0.509207696289281	0.624480654403662	ERP1	1	30
YAR002W	-0.900484154292342	0.116657474925646	NUP60	1	30
YAR003W	0.248688665994033	0.859534355356479	SWD1	1	31
YAR007C	-0.235049397308556	0.120511310084966	RFA1	1	31
YAR008W	-0.468909555439924	0.608052191260971	SEN34	1	31
YAR010C	-0.736709726439386	0.696998676568922	NA	1	32
YAR014C	-1.15170439170588	0.293131704972614	BUD14	1	33
YAR015W	-2.65034988824821	0.00071214835185875	ADE1	1	33
YAR018C	0.406873859425477	0.834817065045599	KIN3	1	34
YAR019C	-1.15509881225966	0.307937156321203	CDC15	1	34
YAR023C	0.989437358941205	0.0387079789519985	NA	1	35
YAR027W	0.643345242130552	0.684322689411084	UIP3	1	36
YAR028W	-1.43457702604497	0.153541793519819	NA	1	36
YAR029W	-1.7020277201018	0.121653044160695	NA	1	37
YAR031W	-1.2398681471634	0.118427048414993	PRM9	1	37
YAR033W	-0.87335056992751	0.100766443110947	MST28	1	37
YAR035C-A	1.03044514173159	0.533879488067192	NA	1	38
YAR035W	-0.655901612731123	0.545141515091933	YAT1	1	38
YAR042W	0.321571672580218	0.917065932723599	SWH1	1	38
YAR050W	0.0717374778169933	0.422702315680565	FLO1	1	40
YAR061W	-2.59106429764344	0.0357338851100656	NA	1	43
YAR064W	0.112121781799389	0.152159482278553	NA	1	44
YAR066W	-0.963141403991987	0.123157864649144	NA	1	44
YAR068W	0.227482342919634	0.129085513651896	NA	1	44
YBL001C	-1.23095433479452	0.282776097269858	ECM15	2	47
YBL002W	-3.2307700018804	0.000576337314727481	HTB2	2	47
YBL003C	-2.87497595007502	0.0516494773957345	HTA2	2	47
YBL004W	0.0989592768258121	0.55529380826213	UTP20	2	45
YBL005W	-1.20967660371041	0.0815289127185206	PDR3	2	43
YBL005W-B	0.39764041596619	0.921505708216744	NA	2	44
YBL006C	2.33309412527989	0.000518117260108288	LDB7	2	43
YBL007C	-0.144517523655761	0.62243208536886	SLA1	2	42
YBL008W	0.234814142793408	0.935065798189652	HIR1	2	41
YBL008W-A	1.47944973495948	0.358941246358865	NA	2	41
YBL009W	0.398647871171313	0.859189987568797	ALK2	2	41
YBL010C	0.251045195624672	0.929118911076234	NA	2	41
YBL011W	-1.33023606498847	0.0713178380998975	SCT1	2	40
YBL013W	-0.231704591146789	0.837754154200681	FMT1	2	40
YBL014C	-0.156960671803688	0.981485642438685	RRN6	2	39
YBL015W	0.630393200510735	0.0922936668139927	ACH1	2	38
YBL016W	1.03468292990249	0.167455725073153	FUS3	2	38
YBL017C	0.458999996719573	0.868955874122911	PEP1	2	37
YBL018C	1.94485347789186	0.0680037495832214	POP8	2	37
YBL019W	1.06385259989903	0.0117278190998872	APN2	2	36
YBL020W	0.0572682480108105	0.769556581658762	RFT1	2	36
YBL021C	-1.22300135739948	0.106661764500519	HAP3	2	36
YBL022C	-0.21071978445162	0.878210545250442	PIM1	2	35
YBL023C	1.04420655513957	0.23547708526136	MCM2	2	34
YBL024W	-2.22771414228129	0.119838487200057	NCL1	2	34
YBL025W	1.12139077280488	0.0851955002587382	RRN10	2	34
YBL026W	1.8193460255131	0.261944210551149	LSM2	2	34
YBL027W	-1.64850403119443	0.083147277504396	RPL19B	2	33
YBL028C	-2.37695133766945	0.0133662688526515	NA	2	33
YBL029C-A	-1.96545641035371	0.0292107235846409	NA	2	32
YBL029W	2.15902189825013	0.00521018134822642	NA	2	33
YBL030C	-0.328358183826897	0.925082160423152	PET9	2	32
YBL032W	-1.35959542289678	0.0478394983048432	HEK2	2	32
YBL033C	1.34594124233499	0.339792892008621	RIB1	2	31
YBL034C	1.7350260043103	0.000169027126181229	STU1	2	30
YBL035C	3.00617204832096	1.29673268063626e-09	POL12	2	30
YBL036C	1.02006348632325	0.42958807122349	NA	2	30
YBL037W	0.988146585644339	0.581424094949466	APL3	2	29
YBL038W	-0.238712031988708	0.429929722629157	MRPL16	2	29
YBL039C	-0.0618685227291275	0.144014374132168	URA7	2	28
YBL039W-B	0.319676079802401	0.889565856198835	NA	2	28
YBL040C	0.0974396765562676	0.00324207990057406	ERD2	2	28
YBL041W	-0.639201641600956	0.038401874964293	PRE7	2	28
YBL042C	-0.566797757236353	0.418329732149047	FUI1	2	27
YBL045C	0.119912116133658	0.974869635106783	COR1	2	26
YBL046W	0.55447728542594	0.540546228749105	PSY4	2	26
YBL047C	-0.447731047331592	0.400698881676999	EDE1	2	25
YBL048W	-2.44660309544064	0.0117656058189148	NA	2	25
YBL049W	-3.31972123272938	6.83480432990338e-06	MOH1	2	25
YBL050W	0.47602245212229	0.816119805396661	SEC17	2	25
YBL051C	-0.416346321917197	0.72277588805983	PIN4	2	24
YBL052C	3.23834419334241	2.54073833223299e-08	SAS3	2	23
YBL054W	1.55868388838	0.0206116507061906	TOD6	2	23
YBL055C	-1.89769170080668	0.00978885786180368	NA	2	23
YBL056W	-1.09953645366436	0.0794894560826631	PTC3	2	22
YBL057C	0.0373576603529945	0.0805599816863311	PTH2	2	22
YBL058W	0.220792368650615	0.840406028500572	SHP1	2	22
YBL059C-A	-1.14301561561016	0.305182932859758	CMC2	2	22
YBL059W	0.431442197318002	0.499272586934818	NA	2	22
YBL060W	-1.58297778030397	0.0868099919514643	YEL1	2	21
YBL061C	0.378228836603662	0.238586288889402	SKT5	2	21
YBL063W	-2.03372205294416	0.00334159499525343	KIP1	2	20
YBL064C	0.331692347458085	0.92527295082668	PRX1	2	20
YBL066C	2.2040769419587	0.000143792751827364	SEF1	2	19
YBL067C	-0.973364237892458	0.37881349545388	UBP13	2	18
YBL069W	-1.24139900525544	0.140064860774322	AST1	2	18
YBL071C	-1.01694142324793	0.261407972987698	NA	2	18
YBL071W-A	-2.42180064503772	0.129310480332443	KTI11	2	17
YBL072C	-2.65157046364509	0.0017361186503174	RPS8A	2	17
YBL075C	0.273838300364185	0.597552481430955	SSA3	2	16
YBL076C	-0.423257370084071	0.879542421575715	ILS1	2	16
YBL078C	5.25317281829995	0.00800642886183962	ATG8	2	16
YBL079W	2.35638775351262	8.06787443582948e-06	NUP170	2	15
YBL080C	-1.67173086783213	0.0690560509702185	PET112	2	14
YBL081W	-0.357152543337411	0.269924468218869	NA	2	14
YBL082C	0.214884964035503	0.914154637812803	ALG3	2	13
YBL084C	0.396258833913281	0.32927774840444	CDC27	2	13
YBL085W	-1.29209861089435	0.306816301438168	BOI1	2	12
YBL086C	-0.673346839733681	0.724229680310917	NA	2	12
YBL087C	0.548864307507309	0.56270085602608	RPL23A	2	11
YBL088C	-1.11001476069537	0.219442120624336	TEL1	2	10
YBL089W	0.124554552848784	0.343765394586118	AVT5	2	9
YBL090W	-0.913739553251984	0.520610072490406	MRP21	2	9
YBL091C	-0.832093739506589	0.298564596232302	MAP2	2	9
YBL091C-A	-1.20349282857659	0.156299337499231	SCS22	2	9
YBL092W	-2.96416426246076	0.000200044998832336	RPL32	2	9
YBL093C	0.13339289609972	0.927123510164163	ROX3	2	8
YBL095W	0.91689149040209	0.283728655737691	MRX3	2	8
YBL097W	-0.251701085135305	0.920573590701752	BRN1	2	8
YBL098W	0.801560547480162	0.744684183906435	BNA4	2	7
YBL099W	0.855902140168401	0.559484056289099	ATP1	2	7
YBL100W-B	1.23484351628161	0.275097370516052	NA	2	5
YBL100W-C	-0.338752031259641	0.754897141036938	NA	2	5
YBL101C	0.443069033110138	0.21919966612816	ECM21	2	4
YBL102W	-2.43781040303919	0.074524519419139	SFT2	2	4
YBL103C	1.33076478208908	0.222760616331205	RTG3	2	4
YBL104C	1.02877137055419	0.282041887506225	SEA4	2	3
YBL105C	-0.0133712245256554	0.480232386919065	PKC1	2	2
YBL106C	1.71447744938618	0.00999815402086526	SRO77	2	2
YBL107C	0.173483565920094	0.893593029587346	MIX23	2	1
YBL111C	-1.35479130363857	0.209831755627751	NA	2	0
YBL113C	-2.01813338088727	0.0124671189458917	NA	2	0
YBR001C	0.6457233330086	0.594400076222258	NTH2	2	47
YBR002C	2.95437255812219	3.3551909079293e-05	RER2	2	48
YBR003W	-0.0915763654062923	0.575506509264196	COQ1	2	48
YBR004C	-0.255451088714332	0.209360196540429	GPI18	2	48
YBR005W	-1.25732973558249	0.0803902727596813	RCR1	2	49
YBR006W	-2.88051176378184	3.14988974000725e-05	UGA2	2	49
YBR007C	-1.03023571624027	0.159483345129522	DSF2	2	49
YBR008C	0.700805622564453	0.602246744818419	FLR1	2	50
YBR009C	-3.98680627612429	0.000256802152939493	HHF2	2	51
YBR010W	-2.63597984943053	0.000199960555520487	HHT2	2	51
YBR011C	-0.892907509677296	0.435724230937259	IPP1	2	51
YBR014C	-1.20242624204755	0.469956135493327	GRX7	2	53
YBR015C	-1.26703554746482	0.219789176552271	MNN2	2	53
YBR016W	-0.00769109202493728	0.0134404595733132	NA	2	54
YBR017C	-0.422772453849439	0.226917185301042	KAP104	2	54
YBR019C	0.0581122770174984	0.994565747273899	GAL10	2	55
YBR021W	3.23423749219	2.47549550407316e-06	FUR4	2	56
YBR022W	-0.17089251885157	0.119332211663301	POA1	2	56
YBR023C	0.387767428738867	0.114288043286299	CHS3	2	56
YBR024W	-1.69755304936514	0.206082833800381	SCO2	2	57
YBR025C	-0.531077078952714	0.764300432468657	OLA1	2	58
YBR026C	0.663441793773419	0.803845975829257	ETR1	2	58
YBR028C	-0.632635357519823	0.569661889972912	YPK3	2	58
YBR029C	-1.18968454238368	0.32063048408694	CDS1	2	59
YBR030W	-1.84945460729426	0.0316493823682188	RKM3	2	59
YBR031W	-2.01897792064497	0.0647783746122386	RPL4A	2	60
YBR032W	0.655694195118232	0.660702551658616	NA	2	60
YBR033W	-0.0641036855532564	0.554834505252631	EDS1	2	60
YBR034C	0.719612224800407	0.712239199528777	HMT1	2	60
YBR035C	-0.292080639372812	0.753069875505681	PDX3	2	61
YBR036C	0.857485695397676	0.511743664000112	CSG2	2	61
YBR038W	-0.635438554220592	0.775342143885357	CHS2	2	62
YBR039W	-1.2476904751309	0.53120547506889	ATP3	2	63
YBR041W	2.25675206388956	0.00302884810521873	FAT1	2	63
YBR042C	2.83007551462863	0.011129273242453	CST26	2	64
YBR043C	0.944732265490366	0.158883664578914	QDR3	2	64
YBR044C	0.373459072800504	0.651061272630922	TCM62	2	64
YBR045C	3.93042411584218	5.40934928740575e-11	GIP1	2	65
YBR046C	3.85071327801174	1.64414785033603e-07	ZTA1	2	66
YBR048W	-3.11709666188388	0.00110990934281941	RPS11B	2	66
YBR049C	1.16537510421123	0.0207916468750684	REB1	2	66
YBR050C	2.50087628571225	5.66141398459108e-05	REG2	2	67
YBR052C	0.141763163866134	0.960379425887172	RFS1	2	67
YBR053C	2.43675081850103	0.00164466349100852	NA	2	67
YBR054W	-0.691137989198051	0.270988508163495	YRO2	2	68
YBR055C	0.846167087413022	0.326886123825329	PRP6	2	68
YBR056W	1.6446971267477	0.0100751644776247	NA	2	69
YBR056W-A	2.42633241769538	0.000511768979612303	NA	2	70
YBR057C	3.18180182854216	3.77298857583049e-07	MUM2	2	70
YBR058C	0.181672646391857	0.972581116770592	UBP14	2	70
YBR058C-A	-0.365977710947186	0.798868227487599	TSC3	2	71
YBR059C	0.0329914349966525	0.922271053322934	AKL1	2	71
YBR060C	-0.80190304607565	0.447969745573064	ORC2	2	72
YBR061C	1.11621886077023	0.357984163024419	TRM7	2	72
YBR062C	-1.9930164385521	0.00266205895122183	NA	2	73
YBR063C	0.679991295749447	0.684779381251782	NA	2	73
YBR065C	1.24308171801445	0.0888486468281047	ECM2	2	73
YBR066C	-0.451417365884042	0.828374877437684	NRG2	2	74
YBR067C	1.81713188285772	0.00745434852933663	TIP1	2	74
YBR068C	-0.653013836696021	0.599483975441857	BAP2	2	74
YBR069C	-1.37656334165488	0.0513498991994225	TAT1	2	75
YBR070C	-0.836861125853485	0.59890573384298	ALG14	2	75
YBR071W	1.14435965226448	0.195756675932622	NA	2	76
YBR072W	2.06331045700365	0.0831975895667901	HSP26	2	76
YBR073W	0.236185136411165	0.624480654403662	RDH54	2	76
YBR074W	1.64253423799108	0.0194812973201393	PFF1	2	77
YBR076W	3.05776032781326	4.95779402787648e-06	ECM8	2	78
YBR077C	3.04366208103627	6.34395923039142e-06	SLM4	2	78
YBR078W	0.315132928468064	0.498075360980709	ECM33	2	78
YBR079C	-1.87846520416412	0.0207916468750684	RPG1	2	79
YBR080C	-0.865781236155201	0.594899112970114	SEC18	2	79
YBR081C	-0.434797287582801	0.559366010253913	SPT7	2	80
YBR082C	0.414986065703393	0.611626223904669	UBC4	2	81
YBR083W	0.839631732560894	0.456784436290446	TEC1	2	81
YBR084C-A	-2.4688796875436	0.00324207990057406	RPL19B	2	82
YBR084W	-0.43528060728578	0.817126588851865	MIS1	2	82
YBR085C-A	2.78454750374605	0.0146595118323609	NA	2	83
YBR085W	-0.616129673141427	0.816933159064764	AAC3	2	83
YBR086C	1.58950061875202	0.0577216179831943	IST2	2	84
YBR087W	2.89247637868446	2.89386288558891e-06	RFC5	2	84
YBR088C	-0.253476305270292	0.483428782318016	POL30	2	84
YBR089C-A	-0.0975959550060495	0.967675127843895	NHP6B	2	85
YBR091C	2.64402804923515	0.000925808037590997	TIM12	2	85
YBR092C	1.21868682572109	0.094351415875876	PHO3	2	85
YBR093C	-3.41957418883123	1.30419694157496e-09	PHO5	2	85
YBR094W	0.410221487202758	0.631622575088264	PBY1	2	86
YBR095C	-0.803696844356321	0.491629140215204	RXT2	2	86
YBR096W	1.11802663480682	0.42842105231753	NA	2	87
YBR097W	-1.43881601457069	0.112059672816397	VPS15	2	87
YBR098W	-0.327107999758146	0.512390910646787	MMS4	2	88
YBR101C	-0.0878050903553576	0.717693140809851	FES1	2	88
YBR102C	-0.177547490218734	0.931003729122101	EXO84	2	89
YBR103W	-0.897120450146413	0.746099819966033	SIF2	2	89
YBR104W	0.14239594233627	0.903005652679413	YMC2	2	89
YBR105C	0.0560416654339667	0.896380021231708	VID24	2	90
YBR106W	-1.47073966546073	0.11365138809555	PHO88	2	90
YBR107C	0.88889672594299	0.146266585492412	IML3	2	90
YBR108W	-0.614105055963631	0.606276306723648	AIM3	2	90
YBR109C	0.0626701646593751	0.972581116770592	CMD1	2	91
YBR110W	1.02540168862027	0.60018319596467	ALG1	2	91
YBR111C	-0.108147044343746	0.961976748269083	YSA1	2	92
YBR111W-A	2.50295404730188	0.116657474925646	SUS1	2	92
YBR112C	0.0789123237829946	0.080403860218936	CYC8	2	92
YBR114W	0.1847504539599	0.320013173171809	RAD16	2	93
YBR115C	-1.03245109903505	0.316455375712533	LYS2	2	93
YBR117C	-1.38007766124661	0.0192639868162849	TKL2	2	94
YBR118W	-1.16868298610464	0.625609930072643	TEF1	2	95
YBR119W	0.0313542131251331	0.913957687388351	MUD1	2	95
YBR120C	0.79734046841968	0.0745406129853386	CBP6	2	96
YBR121C	-2.0941450144865	0.134201347897258	NA	2	96
YBR122C	-1.86026120872368	0.0383216119275301	MRPL36	2	96
YBR123C	4.13195614501279	8.6205352783187e-12	TFC1	2	96
YBR125C	0.428907008674368	0.42586465009304	PTC4	2	97
YBR126C	0.384365050141949	0.850850929036443	TPS1	2	97
YBR126W-A	0.514066941276008	0.627284391536242	MEO1	2	98
YBR127C	-0.214928780375914	0.938244155902059	VMA2	2	98
YBR128C	-1.32314070960533	0.0950385471091121	ATG14	2	98
YBR130C	3.47376677573265	7.65780183795554e-09	SHE3	2	99
YBR131W	0.801559664912078	0.712122085688097	CCZ1	2	99
YBR132C	-0.702723011467586	0.581207804739279	AGP2	2	99
YBR133C	0.103855638006661	0.966144615420652	HSL7	2	100
YBR135W	1.2086276952184	0.299516582064035	CKS1	2	100
YBR136W	1.6776100852436	0.009662380229671	MEC1	2	101
YBR137W	-0.48632738000976	0.697149609805328	NA	2	102
YBR138C	3.08702865700484	3.4480864921663e-06	NA	2	102
YBR139W	1.16538274478039	0.445408865268627	NA	2	103
YBR140C	0.0138741615746567	0.211134598210444	IRA1	2	103
YBR141C	0.994084585833786	0.210600353801897	BMT2	2	105
YBR142W	-1.59462025657319	0.016431302258863	MAK5	2	105
YBR143C	-1.24662756062156	0.223121713060933	SUP45	2	106
YBR144C	-0.850261010393458	0.645599168312071	NA	2	106
YBR145W	-0.189407309493435	0.966144615420652	ADH5	2	106
YBR146W	-1.44747832660978	0.200331026768924	MRPS9	2	107
YBR148W	-0.131518458116044	0.977245472574538	YSW1	2	107
YBR149W	-2.88850974678992	5.23223801140998e-09	ARA1	2	107
YBR150C	-0.317028032834865	0.00981378070326213	TBS1	2	108
YBR151W	-0.555335860749575	0.558456274309401	APD1	2	109
YBR152W	-0.0018561268738219	0.938244155902059	SPP381	2	109
YBR153W	-0.765966077986266	0.587337778293281	RIB7	2	109
YBR154C	-1.55123723677289	0.038401874964293	RPB5	2	109
YBR155W	0.355777442321495	0.338878184804613	CNS1	2	109
YBR156C	-1.52337046521096	0.146266585492412	SLI15	2	110
YBR157C	0.158829578575153	0.931622999610799	ICS2	2	110
YBR158W	-0.953293812435765	0.176291683612327	AMN1	2	111
YBR159W	2.0576649808832	0.121082725900117	IFA38	2	111
YBR160W	1.03473865652178	0.275097370516052	CDC28	2	112
YBR161W	2.25093011259896	0.00483045695468846	CSH1	2	112
YBR162C	-0.346354561244112	0.893373969993993	TOS1	2	112
YBR162W-A	0.303629616628797	0.15478024788723	YSY6	2	113
YBR163W	0.123005244730306	0.359006632322794	EXO5	2	113
YBR164C	-0.569700385470588	0.852405319497717	ARL1	2	113
YBR165W	1.24143097965944	0.437645734871893	UBS1	2	113
YBR166C	1.78199736299049	0.0799754602225317	TYR1	2	113
YBR167C	5.02069025050412	8.48102684363654e-13	POP7	2	114
YBR168W	0.301426249760307	0.95618243265599	PEX32	2	114
YBR169C	2.82088590744633	0.000604099217938113	SSE2	2	114
YBR170C	1.27562148974078	0.508028063605108	NPL4	2	115
YBR171W	-0.723665175940935	0.471618826013312	SEC66	2	115
YBR172C	1.39489971754199	0.160649980814407	SMY2	2	115
YBR173C	-1.48448374935035	0.0559318131083618	UMP1	2	116
YBR175W	-0.331187959251297	0.816119805396661	SWD3	2	116
YBR176W	0.906116961027543	0.259667878509734	ECM31	2	116
YBR177C	0.836150764818983	0.468896685374989	EHT1	2	116
YBR179C	-0.849658133865592	0.269099605466486	FZO1	2	117
YBR180W	-1.28810356180249	0.0748094800782785	DTR1	2	117
YBR181C	-1.95444530601674	0.0616173533152205	RPS6A	2	118
YBR182C	-2.02575511407662	0.00756664977138702	SMP1	2	118
YBR182C-A	0.958150591813689	0.381070476893504	NA	2	119
YBR183W	1.44979729731853	0.351654166178336	YPC1	2	119
YBR184W	-0.743312026134162	0.295817759812678	NA	2	119
YBR186W	-2.84645799825639	2.33124156117244e-06	PCH2	2	120
YBR187W	0.867279336722732	0.559956788110897	GDT1	2	120
YBR188C	-1.57034080601786	0.190954630364879	NTC20	2	120
YBR189W	-3.08716339549706	0.0263343463621712	RPS9B	2	120
YBR191W	-2.77955526897058	0.00605941128616485	RPL21A	2	121
YBR192W	-1.17109349581582	0.147488314857619	RIM2	2	121
YBR193C	-0.155931818799057	0.967765836661785	MED8	2	121
YBR194W	-0.905702634961142	0.278189668884935	AIM4	2	122
YBR195C	2.90972548304155	4.24839184604687e-07	MSI1	2	122
YBR196C	0.228433669926203	0.681846327342611	PGI1	2	122
YBR196C-B	-2.20562746399572	0.00799387890188129	NA	2	122
YBR197C	0.228595109166762	0.893593029587346	NA	2	123
YBR198C	-0.929665193871575	0.317926683288665	TAF5	2	123
YBR199W	0.949699326884055	0.518522606354078	KTR4	2	123
YBR200W	1.06836679348505	0.470868658508549	BEM1	2	124
YBR200W-A	6.87952818809566	4.89913603962498e-17	NA	2	124
YBR201C-A	-0.41781815488701	0.507983404361218	NA	2	124
YBR201W	0.791048811079868	0.704802394965364	DER1	2	124
YBR202W	-0.706560448610178	0.627284391536242	MCM7	2	125
YBR203W	4.91454396029431	4.02448972026146e-17	COS111	2	125
YBR204C	-0.220328114568738	0.624480654403662	LDH1	2	126
YBR205W	0.698297342241008	0.406667432597082	KTR3	2	126
YBR207W	0.769929458025593	0.577030224604988	FTH1	2	127
YBR208C	2.04674362683663	0.00284348256032395	DUR1,2	2	127
YBR209W	1.18650132990747	0.203015827808123	NA	2	128
YBR210W	-1.20565125479807	0.549989719649541	ERV15	2	129
YBR211C	0.0481797005539707	0.0316213085532345	AME1	2	129
YBR212W	3.29830902170229	3.50680502256697e-06	NGR1	2	129
YBR213W	1.62271695628992	0.27774111873675	MET8	2	130
YBR214W	-1.58021866969051	0.00631841009260928	SDS24	2	130
YBR215W	-0.31345418109021	0.816196131405787	HPC2	2	130
YBR216C	-1.14230895124682	0.157361048499362	YBP1	2	131
YBR217W	-0.119151267499348	0.461722891543769	ATG12	2	131
YBR218C	1.14557896700758	0.125303766663307	PYC2	2	131
YBR220C	0.888509214128009	0.190295568904045	NA	2	132
YBR221C	0.801412021062105	0.697216982020148	PDB1	2	133
YBR221W-A	2.6752907607243	0.0061502682612911	NA	2	133
YBR222C	1.92414407639198	0.0452136758475928	PCS60	2	133
YBR223C	1.16035112979677	0.660936636780966	TDP1	2	133
YBR225W	0.693592914086638	0.714838054730982	NA	2	134
YBR227C	2.10151557457887	0.0306843909485434	MCX1	2	134
YBR228W	-1.4114231166671	0.15715409277904	SLX1	2	135
YBR229C	-1.48261639930522	0.0730049299665241	ROT2	2	135
YBR230C	1.0501035488189	0.617554254381004	OM14	2	135
YBR230W-A	-0.323280675430587	0.430823506329011	NA	2	136
YBR231C	0.869750865534899	0.693272442582978	SWC5	2	136
YBR233W	0.00336398072947026	0.570414478645236	PBP2	2	136
YBR234C	-1.52178861356675	0.0644222968457218	ARC40	2	137
YBR235W	-1.93594912513519	0.00709250579417651	VHC1	2	137
YBR236C	-1.05519034646721	0.312039903051005	ABD1	2	138
YBR237W	0.553913360010129	0.710590459612874	PRP5	2	138
YBR238C	-0.634181203725478	0.219186342627223	NA	2	139
YBR239C	0.13219559742206	0.647536010616147	ERT1	2	139
YBR240C	-0.387022704758099	0.817361526702447	THI2	2	140
YBR241C	2.04250232115045	0.0107100013348032	NA	2	140
YBR242W	-0.556383279590517	0.149531609833424	NA	2	140
YBR243C	-0.711803666661155	0.611626223904669	ALG7	2	141
YBR244W	-1.81984787790806	0.00717371535928148	GPX2	2	141
YBR245C	-0.527593802197339	0.622076090694598	ISW1	2	141
YBR246W	-0.717002225163229	0.0641650754652	RRT2	2	142
YBR247C	-1.72830572932631	0.100137678463229	ENP1	2	142
YBR248C	-2.25433714706422	0.00095353323343636	HIS7	2	142
YBR249C	-0.980188763719362	0.239187527444041	ARO4	2	143
YBR251W	-1.09593720437977	0.579398597746749	MRPS5	2	144
YBR252W	0.103102850055982	0.782369017179421	DUT1	2	144
YBR253W	-0.460679897432254	0.0786569052341555	SRB6	2	144
YBR254C	-1.57511134802618	0.385835394946759	TRS20	2	144
YBR255C-A	0.644822384356188	0.561750217590318	RCF3	2	145
YBR255W	0.563779096224908	0.0540907488777099	MTC4	2	144
YBR256C	-0.283698750566038	0.361266487181346	RIB5	2	145
YBR257W	-0.589197880873373	0.325070614644605	POP4	2	145
YBR258C	-0.6758089364771	0.537996737860032	SHG1	2	145
YBR259W	4.35737286064955	5.87080723249223e-08	NA	2	146
YBR260C	-0.439771765738654	0.887714732412688	RGD1	2	146
YBR261C	-0.278527458737084	0.860423822702194	TAE1	2	146
YBR262C	-0.757571529137454	0.81068228764172	MIC12	2	147
